date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:14:26	640/640	---MCZ	200	added ('OK')	text/plain	etag:W/%2261deb302-b72%22	https://themexriver.com/robots.txt		(from )
14:14:27	89048/89048	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Jul%202023%2008:44:31%20GMT	https://themexriver.com/wp/gxbar/home-1/	C:/My%20Web%20Sites/xtecgh/themexriver.com/wp/gxbar/home-1/index.html	(from )
14:14:27	97517/97517	---MCZ	200	added ('OK')	text/css	etag:W/%22642d1cef-17ced%22	https://themexriver.com/wp/gxbar/wp-includes/css/dist/block-library/style.min.css?ver=6.2.2	C:/My%20Web%20Sites/xtecgh/themexriver.com/wp/gxbar/wp-includes/css/dist/block-library/style.min3781.css	(from https://themexriver.com/wp/gxbar/home-1/)
14:14:27	291/291	---MCZ	200	added ('OK')	text/css	etag:W/%22642d1cef-123%22	https://themexriver.com/wp/gxbar/wp-includes/css/classic-themes.min.css?ver=6.2.2	C:/My%20Web%20Sites/xtecgh/themexriver.com/wp/gxbar/wp-includes/css/classic-themes.min3781.css	(from https://themexriver.com/wp/gxbar/home-1/)
14:14:27	2859/2859	---MCZ	200	added ('OK')	text/css	etag:W/%2264642529-b2b%22	https://themexriver.com/wp/gxbar/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.7.6	C:/My%20Web%20Sites/xtecgh/themexriver.com/wp/gxbar/wp-content/plugins/contact-form-7/includes/css/stylescfaa.css	(from https://themexriver.com/wp/gxbar/home-1/)
14:14:27	79169/79169	---MCZ	200	added ('OK')	text/css	etag:W/%226460d492-13541%22	https://themexriver.com/wp/gxbar/wp-content/themes/gxber/assets/css/animate.css?ver=6.2.2	C:/My%20Web%20Sites/xtecgh/themexriver.com/wp/gxbar/wp-content/themes/gxber/assets/css/animate3781.css	(from https://themexriver.com/wp/gxbar/home-1/)
14:14:28	194658/194658	---MCZ	200	added ('OK')	text/css	etag:W/%226460d492-2f862%22	https://themexriver.com/wp/gxbar/wp-content/themes/gxber/assets/css/bootstrap.css?ver=6.2.2	C:/My%20Web%20Sites/xtecgh/themexriver.com/wp/gxbar/wp-content/themes/gxber/assets/css/bootstrap3781.css	(from https://themexriver.com/wp/gxbar/home-1/)
14:14:28	22398/22398	---MCZ	200	added ('OK')	text/css	etag:W/%226460d492-577e%22	https://themexriver.com/wp/gxbar/wp-content/themes/gxber/assets/css/custom-animate.css?ver=6.2.2	C:/My%20Web%20Sites/xtecgh/themexriver.com/wp/gxbar/wp-content/themes/gxber/assets/css/custom-animate3781.css	(from https://themexriver.com/wp/gxbar/home-1/)
14:14:28	30999/30999	---MCZ	200	added ('OK')	text/css	etag:W/%226476271c-7917%22	https://themexriver.com/wp/gxbar/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/My%20Web%20Sites/xtecgh/themexriver.com/wp/gxbar/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://themexriver.com/wp/gxbar/home-1/)
14:14:28	14064/14064	---MCZ	200	added ('OK')	text/css	etag:W/%226460d492-36f0%22	https://themexriver.com/wp/gxbar/wp-content/themes/gxber/assets/css/footer.css?ver=6.2.2	C:/My%20Web%20Sites/xtecgh/themexriver.com/wp/gxbar/wp-content/themes/gxber/assets/css/footer3781.css	(from https://themexriver.com/wp/gxbar/home-1/)
